Category,Subcategory,NotificationTime,Status,NotificationTitle,Text
kindle_recommends,Not Available,2025-05-24T00:05,Read,Limited time,Earn 2x Kindle Points on Kindle books purchased May 23-24. Learn more. 
tips,Not Available,2025-05-24T00:05,Read,"Way to go, goal setter! ",You just got closer to reaching your 2025 reading goal. Check your progress now.
kindle_recommends,Not Available,2025-05-23T17:00,Read,Recommended for you,We thought you may like to know about “My Rules” by T L Swan.
kindle_recommends,Not Available,2025-05-22T17:05,unread,Still thinking about this book?,"""The Play (Briar U Book 3)"" by Elle Kennedy"
kindle_recommends,Not Available,2025-05-22T17:00,Read,Big Books of Summer      ,The titles Goodreads members are most excited about this season
kindle_recommends,Not Available,2025-05-22T17:00,Read,What to read next,"After you read ""Great Big Beautiful Life…,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-05-22T17:00,Read,Last chance to borrow,Borrow these great reads before they leave.
kindle_recommends,Not Available,2025-05-22T01:00,Read,Fill your Kindle with these top reads,Don't miss these exclusive Kindle steals
tips,Not Available,2025-05-22T00:06,Read,Don't lose your reading streak!,The Perfect Week achievement is within reach. See your progress.
kindle_recommends,Not Available,2025-05-20T17:00,Read,New Romance,"""Lessons in Heartbreak"" by Karla Sorensen."
tips,Not Available,2025-05-20T07:05,Read,Go for the gold!,You're on track to collect the Gold Reader achievement. See your progress.
kindle_recommends,Not Available,2025-05-19T17:00,Read,What to read next,"After you read ""Some Kind of Perfect,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-05-19T17:00,Read,Hot new releases in Kindle Unlimited.,"Previous First Reads selections, now available in Kindle Unlimited."
tips,Not Available,2025-05-19T00:06,Read,The Smart Start achievement is yours,Nice job! Tap to see your new achievement.
tips,Not Available,2025-05-17T00:48,Read,Keep up your reading streak,The Perfect Month achievement is within reach. See your progress.
tips,Not Available,2025-05-17T00:06,Read,You're on a reading streak! ,The Perfect Week achievement is yours. Tap to see.
kindle_recommends,Not Available,2025-05-16T19:00,Read,New & notable reads,Explore exciting new arrivals in Kindle Unlimited.
kindle_recommends,Not Available,2025-05-15T17:00,Read,New Thriller,"""The Birthday Party"" by Shalini Boland."
tips,Not Available,2025-05-15T00:06,Read,Don't lose your reading streak!,The Perfect Week achievement is within reach. See your progress.
kindle_recommends,Not Available,2025-05-14T17:00,Read,Recommended for you,We thought you may like “There's Something About Mira” by Sonali Dev.
kindle_recommends,Not Available,2025-05-13T17:00,Read,New Book Club Fiction,"""After Paris"" by Mary Ellen Taylor."
kindle_recommends,Not Available,2025-05-12T17:00,Read,May new releases,Discover popular new books included in Kindle Unlimited.
tips,Not Available,2025-05-12T00:06,Read,The Smart Start achievement is yours,Nice job! Tap to see your new achievement.
tips,Not Available,2025-05-12T00:05,Read,"Way to go, goal setter! ",You just got closer to reaching your 2025 reading goal. Check your progress now.
kindle_recommends,Not Available,2025-05-10T07:04,Read,Today only! Earn 2x Kindle Points,Earn 2x Kindle Points on Kindle books purchased May 10. Learn more. 
tips,Not Available,2025-05-10T02:39,Read,Silver Reader in the bank! ,You collected the Silver Reader achievement. Tap to see.
tips,Not Available,2025-05-10T00:06,Read,You're on a reading streak! ,The Perfect Week achievement is yours. Tap to see.
kindle_recommends,Not Available,2025-05-09T17:00,Read,New First Reads books,Which First Reads book will you choose this month?
kindle_recommends,Not Available,2025-05-08T15:00,Read,Editors' picks in Kindle Unlimited,Find your next favorite read today.
tips,Not Available,2025-05-08T00:06,Read,Don't lose your reading streak!,The Perfect Week achievement is within reach. See your progress.
kindle_recommends,Not Available,2025-05-07T17:00,Read,Best new romances,"This month's best new reads, hand-picked by Amazon's Editors."
kindle_recommends,Not Available,2025-05-07T03:00,Read,New Fiction,"""Moms Like Us"" by Jordan Roter."
tips,Not Available,2025-05-05T07:05,Read,The Smart Start achievement is yours,Nice job! Tap to see your new achievement.
kindle_recommends,Not Available,2025-05-04T17:00,Read,Books we love this month,New and awesome reads in Kindle Unlimited.
tips,Not Available,2025-05-03T00:06,Read,You're on a reading streak! ,The Perfect Week achievement is yours. Tap to see.
kindle_recommends,Not Available,2025-05-03T00:05,Read,Limited time,Earn 2x Kindle Points on Kindle books purchased May 2-3. Learn more. 
tips,Not Available,2025-05-03T00:05,Read,"Way to go, goal setter! ",You just got closer to reaching your 2025 reading goal. Check your progress now.
tips,Not Available,2025-05-01T07:05,Read,You're glowing! ,You collected the Afterglow achievement for reading this week. Tap to see.
kindle_recommends,Not Available,2025-04-30T17:00,Read,New Amazon Original Stories,"""The Shivers"" collection is now available."
kindle_recommends,Not Available,2025-04-30T13:00,unread,Next in series for you,Recently released: A new “Kings of Sin” book - “King of Envy”.
tips,Not Available,2025-04-30T00:05,Read,You're on your way! ,Read for any three days April 29 - May 2 to unlock the Afterglow Achievement. 
kindle_recommends,Not Available,2025-04-29T17:00,Read,Best sellers at best prices,Don't miss these exclusive Kindle steals.
kindle_recommends,Not Available,2025-04-27T17:00,Read,Three months ago,"You read ""Onyx Storm"" by Rebecca Yarros. Discover similar books."
kindle_recommends,Not Available,2025-04-26T23:00,Read,Listen with Kindle Unlimited,Explore popular audiobooks included with your membership. 
kindle_recommends,Not Available,2025-04-26T17:05,Read,Still thinking about this book?,"""Great Big Beautiful Life…"" by Emily Henry"
tips,Not Available,2025-04-26T00:06,Read,You're on a reading streak! ,The Perfect Week achievement is yours. Tap to see.
tips,Not Available,2025-04-26T00:05,Read,"Way to go, goal setter! ",You just got closer to reaching your 2025 reading goal. Check your progress now.
kindle_recommends,Not Available,2025-04-25T17:05,unread,Still thinking about this book?,"""Great Big Beautiful Life…"" by Emily Henry"
kindle_recommends,Not Available,2025-04-25T17:00,Read,Three months ago,"You read ""Iron Flame"" by Rebecca Yarros. Discover similar books."
kindle_recommends,Not Available,2025-04-24T17:00,Read,Last Chance,Don’t forget to choose your First Reads book this month.
tips,Not Available,2025-04-24T00:06,Read,Don't lose your reading streak!,The Perfect Week achievement is within reach. See your progress.
kindle_recommends,Not Available,2025-04-24T00:05,Read,Limited time,Earn 3x Kindle Points on Kindle books purchased April 23-25. Learn more. 
kindle_recommends,Not Available,2025-04-23T17:00,Read,Kindle deals you can't miss,Fill your library with exclusive Kindle savings
kindle_recommends,Not Available,2025-04-22T17:00,Read,Last chance to borrow,Borrow these great reads before they leave.
kindle_recommends,Not Available,2025-04-22T17:00,Read,New Mystery,"""Hidden in Smoke"" by Lee Goldberg."
kindle_recommends,Not Available,2025-04-21T17:00,Read,What to read next,"After you read ""One Last Rainy Day,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-04-20T17:00,Read,What to read next,"After you read ""The Finish Line,"" find a new book in your recommendations."
tips,Not Available,2025-04-20T07:05,Read,Nearly there—keep reading!,You're on track to collect the Silver Reader achievement. See your progress.
tips,Not Available,2025-04-19T07:00,Read,New reading achievement drop! ,You have a new mystery achievement available to collect. See details. 
tips,Not Available,2025-04-19T00:05,Read,"Way to go, goal setter! ",You just got closer to reaching your 2025 reading goal. Check your progress now.
kindle_recommends,Not Available,2025-04-18T17:00,Read,Hot new releases in Kindle Unlimited.,"Previous First Reads selections, now available in Kindle Unlimited."
kindle_recommends,Not Available,2025-04-17T17:00,Read,What to read next,"After you read ""Flock (The Ravenhood Book 1),"" find a new book in your recommendations."
tips,Not Available,2025-04-17T07:05,Read,Keep up your reading streak,The Perfect Month achievement is within reach. See your progress.
kindle_recommends,Not Available,2025-04-16T19:00,Read,New & notable reads,Explore exciting new arrivals in Kindle Unlimited.
kindle_recommends,Not Available,2025-04-16T17:00,Read,Best new romances,"This month's best new reads, hand-picked by Amazon's Editors."
kindle_recommends,Not Available,2025-04-15T17:00,Read,New Fantasy Novel,"""The Violence of Sound"" by Jeff Wheeler."
tips,Not Available,2025-04-15T07:05,Read,You unlocked a new achievement!,The Bronze Reader achievement is yours. Tap to see.
kindle_recommends,Not Available,2025-04-14T17:00,Read,What to read next,"After you read ""Book Lovers,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-04-13T17:05,Read,Still thinking about this book?,"""Nothing Like the Movies"" by Lynn Painter"
kindle_recommends,Not Available,2025-04-12T17:00,Read,New for you in Kindle Unlimited,"A book by an author whose work you've bought before, “Foundations” by Kate Canterbary, is available to read with your membership."
tips,Not Available,2025-04-12T00:06,Read,You're on a reading streak! ,The Perfect Week achievement is yours. Tap to see.
tips,Not Available,2025-04-12T00:05,Read,"Way to go, goal setter! ",You just got closer to reaching your 2025 reading goal. Check your progress now.
tips,Not Available,2025-04-10T00:06,Read,Don't lose your reading streak!,The Perfect Week achievement is within reach. See your progress.
kindle_recommends,Not Available,2025-04-09T17:00,Read,Best new fiction,"This month's best new reads, hand-picked by Amazon's Editors."
kindle_recommends,Not Available,2025-04-08T17:00,Read,New Romance,"""My Dark Fairy Tale"" by Giana Darling."
kindle_recommends,Not Available,2025-04-08T15:00,Read,Editors' picks in Kindle Unlimited,Find your next favorite read today.
kindle_recommends,Not Available,2025-04-07T17:00,Read,What to read next,"After you read ""Kiss The Villain: A Dark MM…,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-04-07T07:05,Read,Limited time! ,Get 2x Kindle Points on Kindle books purchased April 7-8. Learn more. 
kindle_recommends,Not Available,2025-04-05T17:00,Read,What to read next,"After you read ""People We Meet on Vacation,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-04-05T17:00,Read,Top titles for less,"Unputdownable reads, unforgettable savings."
tips,Not Available,2025-04-05T03:04,Read,You're on a reading streak! ,The Perfect Week achievement is yours. Tap to see.
tips,Not Available,2025-04-05T00:05,Read,"Way to go, goal setter! ",You just got closer to reaching your 2025 reading goal. Check your progress now.
kindle_recommends,Not Available,2025-04-04T17:00,Read,What to read next,"After you read ""Goldfinch,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-04-04T17:00,Read,Books we love this month,New and awesome reads in Kindle Unlimited.
kindle_recommends,Not Available,2025-04-02T17:00,Read,What to read next,"After you read ""Gold,"" find a new book in your recommendations."
tips,Not Available,2025-04-02T16:12,Read,The Bookish achievement is yours,"Way to go! Tap to see your new achievement. Next up, Bookworm."
kindle_recommends,Not Available,2025-04-01T20:54,Read,New for you,"A book on your Wish List, “Sweet Obsession” by Katee Robert, was just released."
tips,Not Available,2025-04-01T17:00,Read,"Ready, set, collect!",New reading challenge achievements just dropped. Learn more.
tips,Not Available,2025-03-31T07:05,Read,Amazing! We're so impressed.,The Perfect Month achievement is yours. Tap to see.
tips,Not Available,2025-03-28T00:06,Read,Don't lose your reading streak!,The Perfect Week achievement is within reach. See your progress.
tips,Not Available,2025-03-28T00:05,Read,"Way to go, goal setter! ",You just got closer to reaching your 2025 reading goal. Check your progress now.
kindle_recommends,Not Available,2025-03-27T17:00,Read,Best new romances,"This month's best new reads, hand-picked by Amazon's Editors."
kindle_recommends,Not Available,2025-03-26T23:00,Read,Listen with Kindle Unlimited,Explore popular audiobooks included with your membership. 
kindle_recommends,Not Available,2025-03-25T17:00,Read,What to read next,"After you read ""The Home-wrecker,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-03-25T17:00,Read,New for you in Kindle Unlimited,"A book by an author whose work you've read before, ""Kiss The Villain: A Dark MM…"" by Rina Kent, was just released."
tips,Not Available,2025-03-25T15:00,Read,One year ago,"You highlighted ""sound of his deep voice. He…"". Revisit your notes and highlights."
kindle_recommends,Not Available,2025-03-24T17:00,Read,Recommended for you,We thought you may like “We Are Made of Stars” by Rochelle B. Weinstein.
kindle_recommends,Not Available,2025-03-24T00:05,Read,Limited time! ,Get 2x Kindle Points on Kindle books purchased March 23-24. Learn more. 
kindle_recommends,Not Available,2025-03-23T15:00,Read,Limited time: Earn 2x Kindle Points.,Earn 2x Kindle Points on Kindle books purchased on March 23-24.
kindle_recommends,Not Available,2025-03-22T17:00,Read,What to read next,"After you read ""Quicksilver,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-03-22T17:00,Read,Last chance to borrow,Borrow these great reads before they leave.
tips,Not Available,2025-03-22T07:10,Read,You collected a new achievement,The Weekend Getaway achievement is yours! Tap to see.
tips,Not Available,2025-03-21T07:05,Read,You're so close!,The Weekend Getaway achievement is within reach. See your progress.
tips,Not Available,2025-03-21T00:06,Read,Don't lose your reading streak!,The Perfect Week achievement is within reach. See your progress.
kindle_recommends,Not Available,2025-03-20T17:00,Read,Best new fiction,"This month's best new reads, hand-picked by Amazon's Editors."
kindle_recommends,Not Available,2025-03-20T17:00,Read,What to read next,"After you read ""Fake Around and Find Out…,"" find a new book in your recommendations."
tips,Not Available,2025-03-20T00:05,Read,"Way to go, goal setter! ",You just got closer to reaching your 2025 reading goal. Check your progress now.
kindle_recommends,Not Available,2025-03-19T17:00,Read,Hot new releases in Kindle Unlimited.,"Previous First Reads selections, now available in Kindle Unlimited."
kindle_recommends,Not Available,2025-03-18T17:00,Read,Goodreads' Big Spring Books,Discover readers' top new titles of the season!
tips,Not Available,2025-03-17T07:05,Read,Keep up your reading streak,The Perfect Month achievement is within reach. See your progress.
kindle_recommends,Not Available,2025-03-17T07:04,Read,Double Kindle Points | Today only,Get 2x Kindle Points on Kindle books purchased March 17. Learn more. 
kindle_recommends,Not Available,2025-03-16T19:00,Read,New & notable reads,Explore exciting new arrivals in Kindle Unlimited.
tips,Not Available,2025-03-16T07:05,Read,Gold Reader achievement is yours,Time to celebrate! Tap to see your new achievement.
tips,Not Available,2025-03-15T00:07,Read,Round of applause!,The Perfect Week achievement is yours. Tap to see.
kindle_recommends,Not Available,2025-03-14T17:00,Read,Lucky you!,Discover new romance reads for less.
kindle_recommends,Not Available,2025-03-13T17:00,Read,Best new mysteries,"This month's best new reads, hand-picked by Amazon's Editors."
kindle_recommends,Not Available,2025-03-12T17:00,Read,What to read next,"After you read ""The Pucking Wrong Guy…,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-03-12T17:00,Read,Trending in First Reads,Early. So VIP. Get this month’s editors’ picks in Amazon First Reads.
kindle_recommends,Not Available,2025-03-11T17:00,Read,New for you,"A book by an author whose work you've read before, ""Never Been Worse: A Marriage…"" by Morgan Elizabeth, was just released."
tips,Not Available,2025-03-09T00:05,Read,"Way to go, goal setter! ",You just got closer to reaching your 2025 reading goal. Check your progress now.
kindle_recommends,Not Available,2025-03-08T16:00,Read,Editors' picks in Kindle Unlimited,Find your next favorite read today.
kindle_recommends,Not Available,2025-03-07T15:00,Read,L.J. Shen's picks,"An author you may be interested in recommends titles including ""Angry God: A Dark College…."""
tips,Not Available,2025-03-07T00:06,Read,Don't lose your reading streak!,The Perfect Week achievement is within reach. See your progress.
kindle_recommends,Not Available,2025-03-06T18:00,Read,Best new nonfiction,"This month's best new reads, hand-picked by Amazon's Editors."
kindle_recommends,Not Available,2025-03-06T18:00,Read,What to read next,"After you read ""The Dixon Rule,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-03-05T18:00,Read,What to read next,"After you read ""The Graham Effect,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-03-05T18:00,Read,New First Reads books,Which First Reads book will you choose this month?
kindle_recommends,Not Available,2025-03-04T18:00,Read,Books we love this month,New and awesome reads in Kindle Unlimited.
kindle_recommends,Not Available,2025-03-01T18:00,Read,New Romance,"""Something Like Fate"" by Amy Lea."
tips,Not Available,2025-03-01T08:05,Read,Go for the gold!,You're on track to collect the Gold Reader achievement. See your progress.
kindle_recommends,Not Available,2025-02-28T18:00,Read,Recommended for you,We thought you may like “Not Your Biggest Fan” by Sara Ney.
tips,Not Available,2025-02-28T00:20,Read,Don't lose your reading streak!,The Perfect Week achievement is within reach. See your progress.
tips,Not Available,2025-02-28T00:05,Read,"Way to go, goal setter! ",You just got closer to reaching your 2025 reading goal. Check your progress now.
kindle_recommends,Not Available,2025-02-26T18:00,Read,What to read next,"After you read ""Part of Your World,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-02-25T18:00,Read,New Book Club Fiction,"""We Are Made of Stars"" by Rochelle B. Weinstein."
kindle_recommends,Not Available,2025-02-24T18:05,Read,Still thinking about this book?,"""The Au Pair Affair: A Spicy…"" by Tessa Bailey"
kindle_recommends,Not Available,2025-02-22T18:00,Read,Amazon Book Review - Editors' picks,Check out our Amazon Editors' reading list
kindle_recommends,Not Available,2025-02-22T18:00,Read,Last chance to borrow,Borrow these great reads before they leave.
tips,Not Available,2025-02-21T00:06,Read,Don't lose your reading streak!,The Perfect Week achievement is within reach. See your progress.
kindle_recommends,Not Available,2025-02-20T18:00,Read,What to read next,"After you read ""Behind the Net: a grumpy…,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-02-19T18:00,Read,Hot new releases in Kindle Unlimited.,"Previous First Reads selections, now available in Kindle Unlimited."
tips,Not Available,2025-02-19T00:05,Read,"Way to go, goal setter! ",You just got closer to reaching your 2025 reading goal. Check your progress now.
kindle_recommends,Not Available,2025-02-18T18:00,Read,New Book Club Fiction,"""Every Precious and Fragile Thing"" by Barbara Davis."
kindle_recommends,Not Available,2025-02-17T18:00,Read,Special savings for Kindle lovers.,Read popular books included with Kindle Unlimited.
tips,Not Available,2025-02-17T05:54,Read,Keep up your reading streak,The Perfect Month achievement is within reach. See your progress.
kindle_recommends,Not Available,2025-02-16T20:00,Read,New & notable reads,Explore exciting new arrivals in Kindle Unlimited.
kindle_recommends,Not Available,2025-02-16T18:05,Read,Still thinking about this book?,"""The Love Hypothesis"" by Ali Hazelwood"
kindle_recommends,Not Available,2025-02-16T18:00,Read,What to read next,"After you read ""The True Love Experiment,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-02-15T18:00,Read,Amazon Book Review - Editors' picks,Books the Amazon Editors' are talking about.
tips,Not Available,2025-02-14T08:05,Read,"Good going, reader! ",You collected the Once Upon a Time achievement. Tap to see.
kindle_recommends,Not Available,2025-02-12T18:00,Read,What to read next,"After you read ""Reckless,"" find a new book in your recommendations."
tips,Not Available,2025-02-12T00:05,Read,"Way to go, goal setter! ",You just got closer to reaching your 2025 reading goal. Check your progress now.
kindle_recommends,Not Available,2025-02-11T19:00,Read,New Romance,"""The Kiss Lottery"" by Ilsa Madden-Mills."
kindle_recommends,Not Available,2025-02-10T18:00,Read,What to read next,"After you read ""Heartless: A Small Town Single…,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-02-09T19:00,Read,February new releases,Discover popular new books included in Kindle Unlimited.
tips,Not Available,2025-02-09T08:05,Read,Silver Reader achievement is yours,"Nice job! Tap to see your new achievement. Next up, Gold Reader."
kindle_recommends,Not Available,2025-02-08T18:00,Read,Amazon Book Review - Editors' picks,Amazon Editors' recommendations for this week
kindle_recommends,Not Available,2025-02-08T16:00,Read,Editors' picks in Kindle Unlimited,Find your next favorite read today.
tips,Not Available,2025-02-08T08:05,Read,Nearly to the end zone!,The Super Book achievement is within reach. See your progress.
kindle_recommends,Not Available,2025-02-08T00:05,Read,Limited time! ,Get 2x Kindle Points on Kindle books purchased February 7-8. Learn more. 
kindle_recommends,Not Available,2025-02-07T14:00,Read,Limited time: Earn 2x Kindle Points.,Earn 2x Kindle Points on Kindle books purchased on February 7-8.
tips,Not Available,2025-02-07T00:06,Read,Don't lose your reading streak!,The Perfect Week achievement is within reach. See your progress.
kindle_recommends,Not Available,2025-02-06T19:00,Read,New Romance,"""The Art of Starting Over"" by Heidi McLaughlin."
kindle_recommends,Not Available,2025-02-05T18:00,Read,New First Reads books,Which First Reads books will you choose this month?
tips,Not Available,2025-02-05T00:05,Read,"Way to go, goal setter! ",You just got closer to reaching your 2025 reading goal. Check your progress now.
kindle_recommends,Not Available,2025-02-04T18:00,Read,What to read next,"After you read ""House of Sky and Breath,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-02-04T18:00,Read,Books we love this month,New and awesome reads in Kindle Unlimited.
kindle_recommends,Not Available,2025-02-03T18:00,Read,What to read next,"After you read ""House of Earth and Blood,"" find a new book in your recommendations."
tips,Not Available,2025-02-01T08:05,Read,Books are a uniquely portable magic,"You collected the Head Start achievement, congrats! Keep reading to earn more achievements."
kindle_recommends,Not Available,2025-01-31T18:00,Read,Editors' Best Young Adult Books of 2024,The YA books we couldn't stop talking about
tips,Not Available,2025-01-31T08:05,Read,Amazing! We're so impressed.,The Perfect Month achievement is yours. Tap to see.
kindle_recommends,Not Available,2025-01-30T18:00,Read,Goodreads' Big Books of 2025,Discover readers' most anticipated new and upcoming titles of 2025
tips,Not Available,2025-01-30T08:05,Read,Nearly there—keep reading!,You're on track to collect the Silver Reader achievement. See your progress.
kindle_recommends,Not Available,2025-01-28T18:00,Read,Big Mysteries of 2025,Check out the new thrillers & mysteries Goodreads members can't wait to read!
kindle_recommends,Not Available,2025-01-28T18:00,Read,What to read next,"After you read ""Onyx Storm,"" find a new book in your recommendations."
tips,Not Available,2025-01-27T00:05,Read,"Way to go, goal setter! ",You just got closer to reaching your 2025 reading goal. Check your progress now.
kindle_recommends,Not Available,2025-01-26T18:00,Read,What to read next,"After you read ""Iron Flame,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-01-25T18:00,Read,Amazon Book Review - Editors' picks,Check out our Amazon Editors' reading list
tips,Not Available,2025-01-24T00:07,Read,Don't lose your reading streak!,The Perfect Week achievement is within reach. See your progress.
kindle_recommends,Not Available,2025-01-23T18:00,Read,What to read next,"After you read ""Unbind,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-01-22T18:00,Read,Last chance to borrow,Borrow these great reads before they leave.
kindle_recommends,Not Available,2025-01-21T18:00,Read,Celebrity picks,Recent books that star authors are delving into
kindle_recommends,Not Available,2025-01-20T18:00,Read,What to read next,"After you read ""Undulate: A Hot Age Gap,…,"" find a new book in your recommendations."
tips,Not Available,2025-01-20T08:05,Read,Way to go!,The Reading List achievement is yours.
kindle_recommends,Not Available,2025-01-18T18:00,Read,What to read next,"After you read ""Unfurl: A Hot Age Gap Romance,"" find a new book in your recommendations."
kindle_recommends,Not Available,2025-01-17T18:00,Read,Editors' Top Sci-fi and Fantasy of 2024,The most imaginative sci-fi and fantasy books we read in 2024
kindle_recommends,Not Available,2025-01-17T18:00,Read,What to read next,"After you read ""Play Along,"" find a new book in your recommendations."
tips,Not Available,2025-01-17T00:07,Read,Don't lose your reading streak!,The Perfect Week achievement is within reach. See your progress.
kindle_recommends,Not Available,2025-01-16T20:00,Read,New & notable reads,Explore exciting new arrivals in Kindle Unlimited.
kindle_recommends,Not Available,2025-01-16T18:00,Read,Amazon Editors' Best Fiction of 2024,Our favorite literature and fiction reads of 2024
kindle_recommends,Not Available,2025-01-15T18:00,Read,What to read next,"After you read ""Just for the Summer,"" find a new book in your recommendations."
